Customer_ID,Bank_Name,Customer_Segment,Daily_Txn_Frequency,Daily_Txn_Limit,Daily_Amount_Spent,Daily_Amount_Limit,Monthly_Txn_Frequency,Monthly_Txn_Limit,Monthly_Amount_Spent,Monthly_Amount_Limit,Risk_Score,Risk_Category
CUST100833,IDFC First Bank,Mass Retail,2,7,37000,75000,38,181,794000,1830000,36.8,Low Risk
CUST100834,IndusInd Bank,Mass Retail,3,8,33200,25000,96,176,553000,480000,89.9,Medium Risk
CUST100835,State Bank of India,Affluent,1,16,45500,150000,14,321,753000,3010000,17.6,Low Risk
CUST100836,Punjab National Bank,Mass Retail,3,8,11400,75000,57,178,257000,1860000,23.5,Low Risk
CUST100837,Indian Bank,Business,43,87,190700,500000,1067,2067,3196000,10300000,41.5,Low-Medium Risk
CUST100838,Axis Bank,Mass Retail,5,13,2100,25000,116,323,33000,450000,20.5,Low Risk
CUST100839,Punjab National Bank,Affluent,1,17,61600,200000,14,378,1052000,3810000,18.7,Low Risk
CUST100840,ICICI Bank,Affluent,6,15,15600,100000,109,347,210000,1820000,23.5,Low Risk
CUST100841,Union Bank of India,Mass Retail,1,7,14900,25000,27,146,311000,620000,37.8,Low Risk
CUST100842,Punjab National Bank,Premium,15,31,41400,300000,365,729,798000,5990000,29.1,Low Risk
CUST100843,Punjab National Bank,Mass Retail,1,10,2600,50000,23,259,52000,1220000,6.7,Low Risk
CUST100844,Union Bank of India,SME,4,44,119800,400000,76,851,2165000,9990000,18.5,Low Risk
CUST100845,Canara Bank,Mass Retail,4,12,8300,25000,94,302,148000,550000,30.9,Low Risk
CUST100846,State Bank of India,Mass Retail,3,12,3400,25000,67,275,62000,460000,18.3,Low Risk
CUST100847,ICICI Bank,Mass Retail,2,10,1800,100000,52,208,29000,1860000,11.0,Low Risk
CUST100848,IndusInd Bank,SME,29,26,51700,750000,618,668,1120000,16030000,49.0,Low-Medium Risk
CUST100849,Bank of Baroda,Affluent,3,21,41500,100000,55,470,612000,2080000,25.6,Low Risk
CUST100850,Canara Bank,Affluent,24,21,177700,150000,601,448,4626000,3340000,126.5,High Risk
CUST100851,HDFC Bank,Mass Retail,2,12,10800,50000,42,243,169000,1050000,18.1,Low Risk
CUST100852,Bank of India,Premium,35,34,265700,300000,706,704,5066000,7360000,88.9,Medium Risk
CUST100853,Bank of India,Mass Retail,1,7,6800,25000,14,174,136000,540000,19.4,Low Risk
CUST100854,Union Bank of India,Business,22,53,1135600,2500000,450,1235,24199000,57140000,41.5,Low-Medium Risk
CUST100855,Kotak Mahindra Bank,Mass Retail,2,13,300,40000,51,330,7000,970000,7.2,Low Risk
CUST100856,Union Bank of India,Mass Retail,3,13,12500,100000,60,268,205000,1900000,16.3,Low Risk
CUST100857,State Bank of India,Mass Retail,13,12,44100,50000,258,238,939000,980000,99.0,High Risk
CUST100858,Bank of Baroda,Affluent,4,20,10600,200000,79,381,144000,3750000,11.5,Low Risk
CUST100859,Punjab National Bank,Affluent,5,15,12600,150000,117,338,176000,2850000,18.9,Low Risk
CUST100860,Bank of Baroda,Mass Retail,4,11,8700,40000,97,286,149000,860000,26.3,Low Risk
CUST100861,Bank of Baroda,Premium,31,24,559900,500000,776,573,14026000,10120000,128.4,High Risk
CUST100862,Canara Bank,Affluent,4,20,82100,300000,75,423,1483000,6290000,22.6,Low Risk
CUST100863,State Bank of India,Affluent,11,14,153800,300000,218,352,3098000,7460000,57.1,Low-Medium Risk
CUST100864,Bank of India,Affluent,5,17,99700,150000,115,416,1857000,2860000,49.2,Low-Medium Risk
CUST100865,IndusInd Bank,Mass Retail,5,11,5200,50000,92,210,80000,1090000,24.3,Low Risk
CUST100866,Kotak Mahindra Bank,Affluent,15,16,232400,300000,398,395,3504000,5610000,81.8,Medium Risk
CUST100867,Yes Bank,Mass Retail,1,8,5600,50000,30,169,115000,1010000,12.8,Low Risk
CUST100868,Punjab National Bank,Mass Retail,6,12,13000,50000,108,241,213000,1080000,33.8,Low Risk
CUST100869,Canara Bank,Business,9,70,138700,500000,168,1441,2325000,12310000,18.7,Low Risk
CUST100870,IDFC First Bank,SME,24,40,960800,750000,465,891,22607000,15550000,101.1,High Risk
CUST100871,Punjab National Bank,Mass Retail,4,9,6700,50000,71,198,91000,920000,24.0,Low Risk
CUST100872,IndusInd Bank,Mass Retail,9,9,49200,50000,230,189,1261000,1040000,110.2,High Risk
CUST100873,Union Bank of India,Affluent,1,16,31200,400000,16,323,496000,7610000,6.6,Low Risk
CUST100874,HDFC Bank,Mass Retail,13,12,74700,100000,298,292,1279000,1960000,85.4,Medium Risk
CUST100875,HDFC Bank,Mass Retail,8,7,30600,50000,172,182,792000,1120000,82.9,Medium Risk
CUST100876,Yes Bank,Mass Retail,1,7,7900,75000,15,171,101000,1390000,10.1,Low Risk
CUST100877,Bank of Baroda,Premium,13,21,1158100,1000000,291,443,27966000,21250000,97.6,High Risk
CUST100878,Punjab National Bank,Premium,11,34,281300,1000000,195,704,5682000,22270000,28.3,Low Risk
CUST100879,Federal Bank,Mass Retail,2,9,11300,40000,33,185,168000,840000,22.2,Low Risk
CUST100880,HDFC Bank,Mass Retail,7,11,58500,50000,150,220,1270000,910000,101.0,High Risk
CUST100881,Punjab National Bank,Mass Retail,1,7,10600,50000,30,160,273000,1240000,19.3,Low Risk
CUST100882,Kotak Mahindra Bank,Premium,11,30,218800,1000000,209,697,4628000,20570000,27.1,Low Risk
CUST100883,ICICI Bank,Mass Retail,5,13,7600,40000,81,311,129000,940000,23.3,Low Risk
CUST100884,IndusInd Bank,Mass Retail,0,8,29200,100000,3,190,399000,2030000,14.2,Low Risk
CUST100885,ICICI Bank,Premium,33,30,101200,300000,710,631,2506000,6400000,69.5,Medium Risk
CUST100886,Federal Bank,Mass Retail,6,7,6600,40000,97,149,134000,830000,42.2,Low-Medium Risk
CUST100887,Axis Bank,Premium,30,33,366400,500000,741,784,9299000,10200000,86.8,Medium Risk
CUST100888,Union Bank of India,Mass Retail,1,7,18100,50000,26,150,251000,910000,24.7,Low Risk
CUST100889,IDFC First Bank,Mass Retail,3,6,13700,50000,59,123,266000,1030000,36.4,Low Risk
CUST100890,Federal Bank,Mass Retail,0,8,5400,75000,4,173,131000,1820000,4.4,Low Risk
CUST100891,Bank of India,Premium,4,31,188700,750000,70,648,3616000,17120000,18.2,Low Risk
CUST100892,Axis Bank,Business,34,78,979500,2500000,600,1530,17103000,47540000,39.3,Low Risk
CUST100893,Kotak Mahindra Bank,Business,5,50,178200,500000,99,1241,3605000,11070000,23.3,Low Risk
CUST100894,Yes Bank,Mass Retail,3,10,18800,40000,62,250,370000,970000,35.9,Low Risk
CUST100895,ICICI Bank,Premium,29,30,463100,750000,715,616,13516000,17180000,86.3,Medium Risk
CUST100896,Punjab National Bank,Mass Retail,1,8,14300,100000,15,156,283000,1900000,13.0,Low Risk
CUST100897,Union Bank of India,Mass Retail,1,9,23000,75000,14,218,453000,1810000,19.4,Low Risk
CUST100898,Bank of Baroda,Business,50,83,231000,1000000,780,1700,4066000,20110000,35.4,Low Risk
CUST100899,State Bank of India,Mass Retail,7,12,118500,100000,182,261,2149000,2120000,89.5,Medium Risk
CUST100900,IndusInd Bank,Mass Retail,1,10,33500,75000,18,194,530000,1630000,26.0,Low Risk
CUST100901,Axis Bank,Mass Retail,9,9,15300,25000,224,185,606000,600000,94.0,High Risk
CUST100902,IDFC First Bank,Mass Retail,6,6,44000,50000,182,147,1134000,1230000,99.7,High Risk
CUST100903,Union Bank of India,Mass Retail,4,8,3500,100000,101,197,62000,2450000,24.2,Low Risk
CUST100904,Canara Bank,Affluent,4,16,29500,150000,84,327,374000,2710000,20.7,Low Risk
CUST100905,IDFC First Bank,Affluent,15,13,88200,100000,313,278,1658000,2450000,93.8,High Risk
CUST100906,Axis Bank,Business,4,47,32700,1500000,63,937,548000,27570000,4.6,Low Risk
CUST100907,HDFC Bank,Business,5,88,154500,500000,96,1718,2318000,9930000,17.8,Low Risk
CUST100908,IDFC First Bank,Mass Retail,2,8,6200,40000,45,208,126000,860000,19.0,Low Risk
CUST100909,Kotak Mahindra Bank,Mass Retail,12,11,41600,50000,296,259,1013000,1070000,98.9,High Risk
CUST100910,Yes Bank,Mass Retail,11,9,92600,75000,196,205,1902000,1670000,114.3,High Risk
CUST100911,Union Bank of India,Affluent,8,13,175500,150000,142,317,3526000,3200000,87.1,Medium Risk
CUST100912,IDFC First Bank,Mass Retail,2,12,53700,100000,38,299,1245000,2450000,36.0,Low Risk
CUST100913,Kotak Mahindra Bank,Affluent,1,12,49000,300000,28,296,1013000,5910000,13.0,Low Risk
CUST100914,Yes Bank,Mass Retail,2,11,24600,75000,41,210,461000,1490000,26.3,Low Risk
CUST100915,State Bank of India,Affluent,2,12,60800,200000,36,244,1495000,4890000,24.1,Low Risk
CUST100916,IDFC First Bank,Affluent,15,19,45200,200000,424,448,920000,3710000,51.7,Low-Medium Risk
CUST100917,ICICI Bank,Mass Retail,1,7,3000,100000,12,151,53000,2230000,6.2,Low Risk
CUST100918,Kotak Mahindra Bank,SME,7,48,532100,1500000,140,1242,8906000,34160000,22.8,Low Risk
CUST100919,Yes Bank,Premium,4,25,38300,500000,101,591,612000,10770000,11.2,Low Risk
CUST100920,Canara Bank,Mass Retail,14,13,29100,50000,319,334,1057000,1140000,87.2,Medium Risk
CUST100921,Yes Bank,Business,26,61,222900,500000,513,1245,4222000,9600000,43.4,Low-Medium Risk
CUST100922,Kotak Mahindra Bank,Affluent,0,13,77800,300000,11,326,1775000,7190000,14.9,Low Risk
CUST100923,Indian Bank,Business,3,51,202600,500000,59,1084,3283000,9490000,23.7,Low Risk
CUST100924,ICICI Bank,Premium,2,30,193900,1000000,40,778,3568000,20810000,12.7,Low Risk
CUST100925,HDFC Bank,Affluent,20,19,337000,300000,378,382,8057000,5560000,116.8,High Risk
CUST100926,Indian Bank,Mass Retail,14,12,79900,100000,316,271,1858000,2180000,97.7,High Risk
CUST100927,Union Bank of India,Mass Retail,1,7,1600,50000,23,172,25000,1130000,7.3,Low Risk
CUST100928,Canara Bank,Affluent,17,17,130400,150000,470,374,2526000,3690000,93.1,High Risk
CUST100929,Yes Bank,Affluent,5,14,39900,300000,77,312,967000,6950000,21.0,Low Risk
CUST100930,HDFC Bank,Mass Retail,10,10,32000,40000,266,259,693000,870000,89.5,Medium Risk
CUST100931,HDFC Bank,Mass Retail,0,9,14500,50000,6,198,234000,1230000,14.1,Low Risk
CUST100932,Yes Bank,Business,7,57,25700,1000000,162,1324,504000,21350000,6.7,Low Risk
CUST100933,HDFC Bank,SME,2,52,537300,1500000,34,1008,9803000,32890000,20.0,Low Risk
CUST100934,ICICI Bank,Affluent,5,19,27500,150000,116,473,551000,3330000,21.0,Low Risk
CUST100935,HDFC Bank,Mass Retail,6,11,48600,100000,109,259,780000,2090000,45.4,Low-Medium Risk
CUST100936,IndusInd Bank,Mass Retail,6,10,26100,75000,130,218,467000,1790000,43.5,Low-Medium Risk
CUST100937,Axis Bank,Mass Retail,3,8,10800,75000,52,153,185000,1450000,23.4,Low Risk
CUST100938,Union Bank of India,Business,16,44,181800,500000,369,1018,3063000,10940000,33.8,Low Risk
CUST100939,Axis Bank,Mass Retail,1,6,13000,40000,14,115,273000,920000,23.7,Low Risk
CUST100940,Axis Bank,Affluent,3,19,24400,150000,65,361,518000,3650000,15.9,Low Risk
CUST100941,Indian Bank,Mass Retail,1,6,20600,100000,24,140,370000,2420000,17.6,Low Risk
CUST100942,Kotak Mahindra Bank,Affluent,4,13,65400,300000,74,264,1331000,6470000,25.0,Low Risk
CUST100943,Federal Bank,Premium,10,26,26800,500000,210,529,493000,11250000,19.7,Low Risk
CUST100944,Bank of Baroda,Business,11,78,630300,2500000,263,1839,13065000,51900000,20.2,Low Risk
CUST100945,IDFC First Bank,Mass Retail,7,12,125200,100000,164,233,2089000,2130000,90.6,High Risk
CUST100946,Federal Bank,Mass Retail,5,7,28700,75000,103,148,544000,1830000,50.1,Low-Medium Risk
CUST100947,Bank of India,Mass Retail,2,7,14800,40000,35,140,315000,980000,31.2,Low Risk
CUST100948,Indian Bank,Business,25,83,181100,500000,518,1914,4145000,12130000,32.1,Low Risk
CUST100949,Kotak Mahindra Bank,Business,2,46,262500,2500000,33,1087,4589000,47420000,7.1,Low Risk
CUST100950,Canara Bank,Affluent,2,16,76600,200000,41,385,1487000,4790000,24.4,Low Risk
CUST100951,ICICI Bank,Affluent,20,21,50800,150000,519,437,1215000,3700000,65.8,Medium Risk
CUST100952,Punjab National Bank,Premium,6,23,84100,750000,77,451,1243000,15400000,14.8,Low Risk
CUST100953,Punjab National Bank,Mass Retail,11,13,66600,75000,284,254,1536000,1620000,94.9,High Risk
CUST100954,Bank of Baroda,Business,7,50,1057500,1500000,116,1099,25730000,35180000,45.5,Low-Medium Risk
CUST100955,Axis Bank,Mass Retail,5,12,11400,100000,96,307,233000,2190000,22.2,Low Risk
CUST100956,State Bank of India,Mass Retail,12,12,23000,40000,255,246,757000,1000000,82.1,Medium Risk
CUST100957,Canara Bank,Affluent,25,21,188500,200000,435,437,3457000,4240000,97.5,High Risk
CUST100958,IDFC First Bank,Mass Retail,8,7,20000,25000,146,138,551000,570000,98.0,High Risk
CUST100959,Yes Bank,Mass Retail,5,13,57200,50000,173,302,1530000,1180000,89.2,Medium Risk
CUST100960,HDFC Bank,Premium,2,21,50400,300000,46,499,746000,6440000,12.3,Low Risk
CUST100961,Yes Bank,Mass Retail,6,13,4400,100000,160,306,73000,2400000,23.5,Low Risk
CUST100962,Union Bank of India,Affluent,2,21,28400,100000,49,526,473000,2180000,18.2,Low Risk
CUST100963,Kotak Mahindra Bank,Mass Retail,1,9,19800,75000,21,202,368000,1570000,18.3,Low Risk
CUST100964,HDFC Bank,Mass Retail,1,6,10900,50000,15,120,172000,940000,17.6,Low Risk
CUST100965,Yes Bank,Mass Retail,4,12,16200,50000,85,252,309000,1040000,32.1,Low Risk
CUST100966,State Bank of India,Mass Retail,0,13,14900,40000,10,307,292000,930000,19.7,Low Risk
CUST100967,Punjab National Bank,Premium,39,34,739400,1000000,1035,792,19319000,24450000,97.0,High Risk
CUST100968,Indian Bank,Mass Retail,2,8,17000,50000,31,182,326000,990000,28.0,Low Risk
CUST100969,Bank of India,Affluent,1,16,12100,200000,16,380,162000,4100000,5.0,Low Risk
CUST100970,State Bank of India,Affluent,1,12,78800,150000,20,282,1335000,2860000,31.3,Low Risk
CUST100971,State Bank of India,Premium,14,22,20200,500000,382,554,443000,11420000,31.5,Low Risk
CUST100972,IndusInd Bank,SME,11,46,113200,750000,209,1063,2887000,18540000,18.4,Low Risk
CUST100973,HDFC Bank,Premium,23,24,180500,300000,561,587,6771000,6750000,87.0,Medium Risk
CUST100974,Canara Bank,Mass Retail,1,7,7500,50000,28,145,131000,1120000,14.8,Low Risk
CUST100975,Canara Bank,Mass Retail,11,13,33500,40000,306,309,794000,870000,89.5,Medium Risk
CUST100976,Punjab National Bank,Mass Retail,3,9,20000,50000,51,228,324000,930000,33.1,Low Risk
CUST100977,Axis Bank,Affluent,4,19,3100,300000,60,412,48000,6930000,8.5,Low Risk
CUST100978,Kotak Mahindra Bank,Mass Retail,1,10,9800,50000,35,245,174000,1110000,15.4,Low Risk
CUST100979,Bank of India,Affluent,1,13,23800,100000,24,313,397000,2260000,15.3,Low Risk
CUST100980,Kotak Mahindra Bank,Affluent,0,13,55800,400000,8,252,1298000,9720000,8.2,Low Risk
CUST100981,Axis Bank,Mass Retail,0,6,11300,40000,4,138,251000,940000,16.1,Low Risk
CUST100982,IDFC First Bank,Premium,2,21,68300,1000000,48,418,1300000,23470000,8.3,Low Risk
CUST100983,HDFC Bank,Mass Retail,3,12,24700,100000,75,309,519000,2450000,23.7,Low Risk
CUST100984,Union Bank of India,Mass Retail,12,11,95700,75000,379,271,2403000,1870000,126.7,High Risk
CUST100985,State Bank of India,Premium,2,20,126800,750000,32,395,2527000,16550000,12.9,Low Risk
CUST100986,Punjab National Bank,Affluent,9,17,18400,300000,147,337,297000,5630000,24.4,Low Risk
CUST100987,ICICI Bank,Premium,11,34,41000,1000000,213,787,689000,21210000,14.9,Low Risk
CUST100988,Punjab National Bank,Affluent,3,14,12700,200000,73,300,232000,4700000,13.0,Low Risk
CUST100989,IDFC First Bank,Mass Retail,0,6,9900,50000,6,115,178000,910000,12.3,Low Risk
CUST100990,Axis Bank,Business,22,72,339300,5000000,519,1641,4201000,91990000,17.2,Low Risk
CUST100991,Bank of Baroda,Premium,1,20,96100,500000,16,434,1447000,9240000,11.8,Low Risk
CUST100992,Punjab National Bank,Premium,8,27,58700,300000,113,532,1090000,6940000,21.3,Low Risk
CUST100993,Bank of India,Mass Retail,2,7,7100,40000,44,172,122000,860000,21.1,Low Risk
CUST100994,Union Bank of India,Affluent,8,20,42400,200000,159,508,635000,4120000,25.7,Low Risk
CUST100995,Punjab National Bank,Mass Retail,3,7,23300,100000,63,170,430000,1870000,30.5,Low Risk
CUST100996,Axis Bank,Mass Retail,7,11,37500,75000,122,272,569000,1730000,47.2,Low-Medium Risk
CUST100997,ICICI Bank,Business,22,89,144300,500000,396,1826,2647000,10120000,25.7,Low Risk
CUST100998,Punjab National Bank,Mass Retail,1,8,20900,75000,19,167,352000,1490000,19.6,Low Risk
CUST100999,IndusInd Bank,SME,9,54,288000,750000,191,1105,4856000,16920000,26.2,Low Risk
CUST101000,ICICI Bank,Affluent,4,19,80800,150000,74,463,1411000,3290000,35.3,Low Risk
CUST101001,IndusInd Bank,Mass Retail,1,11,19600,50000,25,282,343000,1030000,24.1,Low Risk
CUST101002,Bank of India,Affluent,18,19,215300,200000,555,456,5834000,4500000,114.4,High Risk
CUST101003,HDFC Bank,Business,3,74,67400,500000,61,1863,1292000,9950000,8.8,Low Risk
CUST101004,Bank of India,Premium,33,33,643800,500000,1005,775,14357000,11780000,120.9,High Risk
CUST101005,Yes Bank,Business,6,47,1839100,5000000,108,1021,33568000,98030000,25.2,Low Risk
CUST101006,IndusInd Bank,Premium,2,30,207700,1000000,49,659,2638000,19110000,12.9,Low Risk
CUST101007,Indian Bank,Premium,4,27,216200,500000,72,527,4177000,11740000,28.5,Low Risk
CUST101008,Bank of India,Business,40,71,861100,2500000,606,1365,19031000,57390000,40.8,Low-Medium Risk
CUST101009,Union Bank of India,Mass Retail,13,12,21500,25000,321,286,477000,480000,100.2,High Risk
CUST101010,ICICI Bank,Affluent,12,12,194500,300000,278,265,4789000,5640000,87.1,Medium Risk
CUST101011,Federal Bank,Mass Retail,5,11,4700,100000,113,252,103000,2390000,22.3,Low Risk
CUST101012,ICICI Bank,SME,7,33,12300,200000,135,756,252000,4690000,11.7,Low Risk
CUST101013,Union Bank of India,SME,22,52,16500,200000,434,1089,227000,4060000,22.0,Low Risk
CUST101014,IDFC First Bank,Mass Retail,12,10,122400,100000,276,223,2532000,2260000,119.2,High Risk
CUST101015,Punjab National Bank,Premium,4,24,39800,500000,69,535,692000,9430000,10.8,Low Risk
CUST101016,ICICI Bank,SME,5,45,63700,200000,86,977,1008000,4310000,19.8,Low Risk
CUST101017,Canara Bank,Mass Retail,4,7,5800,50000,75,173,103000,910000,28.4,Low Risk
CUST101018,ICICI Bank,Affluent,20,20,447700,400000,519,443,10170000,8300000,113.5,High Risk
CUST101019,IDFC First Bank,Business,42,40,1599900,2500000,1052,929,38940000,46310000,89.4,Medium Risk
CUST101020,Kotak Mahindra Bank,Mass Retail,6,6,53800,40000,204,152,1189000,850000,128.2,High Risk
CUST101021,Axis Bank,Premium,3,28,78700,300000,54,702,1722000,6290000,19.0,Low Risk
CUST101022,Union Bank of India,Mass Retail,0,6,16200,50000,9,151,295000,1060000,18.1,Low Risk
CUST101023,HDFC Bank,SME,11,35,364600,1500000,195,731,5850000,27480000,25.4,Low Risk
CUST101024,Bank of India,SME,14,34,41600,200000,292,654,634000,4110000,29.0,Low Risk
CUST101025,Punjab National Bank,SME,5,41,48300,200000,118,854,906000,4660000,17.8,Low Risk
CUST101026,Axis Bank,Affluent,7,20,38200,200000,162,419,736000,4120000,26.6,Low Risk
CUST101027,IDFC First Bank,Business,16,75,1641700,5000000,308,1902,32262000,115030000,25.2,Low Risk
CUST101028,Bank of Baroda,Business,9,65,218700,500000,174,1530,3605000,10290000,27.6,Low Risk
CUST101029,ICICI Bank,Mass Retail,11,13,52600,75000,316,254,1003000,1570000,83.5,Medium Risk
CUST101030,ICICI Bank,Business,2,69,410300,2500000,53,1376,8345000,54870000,10.2,Low Risk
CUST101031,Yes Bank,Mass Retail,6,13,5100,50000,108,261,94000,1230000,24.2,Low Risk
CUST101032,Union Bank of India,Affluent,6,15,62100,200000,131,351,792000,3750000,31.5,Low Risk
CUST101033,IDFC First Bank,Mass Retail,5,12,47600,75000,94,290,798000,1370000,50.2,Low-Medium Risk
CUST101034,IDFC First Bank,Mass Retail,6,9,97700,100000,124,225,2939000,2230000,91.2,High Risk
CUST101035,ICICI Bank,Mass Retail,2,8,2100,25000,60,205,48000,620000,16.4,Low Risk
CUST101036,ICICI Bank,Premium,16,29,124400,300000,325,592,2221000,7480000,44.1,Low-Medium Risk
CUST101037,Bank of India,Mass Retail,2,13,13100,50000,34,275,198000,1070000,18.5,Low Risk
CUST101038,Yes Bank,Premium,12,26,567100,1000000,210,538,10697000,21280000,48.7,Low-Medium Risk
CUST101039,Yes Bank,Mass Retail,5,12,10500,50000,95,258,209000,1130000,28.3,Low Risk
CUST101040,Punjab National Bank,Mass Retail,1,12,8300,40000,31,305,174000,880000,15.4,Low Risk
CUST101041,IDFC First Bank,Affluent,2,21,3500,100000,40,484,62000,2240000,5.9,Low Risk
CUST101042,IDFC First Bank,Premium,3,28,188500,500000,81,677,3360000,12060000,23.5,Low Risk
CUST101043,Union Bank of India,Mass Retail,12,10,61700,100000,258,224,2293000,2320000,96.8,High Risk
CUST101044,Canara Bank,Affluent,17,18,200600,300000,319,346,6904000,6440000,89.6,Medium Risk
CUST101045,IDFC First Bank,Business,70,64,2439300,2500000,1648,1245,66679000,53080000,115.7,High Risk
CUST101046,Indian Bank,Affluent,4,12,168800,150000,163,273,3472000,3370000,80.9,Medium Risk
CUST101047,HDFC Bank,Mass Retail,1,10,8400,100000,26,240,177000,2120000,9.1,Low Risk
CUST101048,HDFC Bank,Mass Retail,2,7,30900,75000,31,144,664000,1590000,34.5,Low Risk
CUST101049,IndusInd Bank,Business,12,66,100800,500000,309,1588,1335000,9060000,17.9,Low Risk
CUST101050,Bank of Baroda,Mass Retail,2,9,2600,40000,44,222,44000,770000,12.6,Low Risk
CUST101051,IndusInd Bank,Business,8,51,1471200,5000000,137,1116,24482000,107100000,20.7,Low Risk
CUST101052,Axis Bank,Affluent,4,20,3800,200000,81,484,62000,4750000,9.0,Low Risk
CUST101053,Bank of Baroda,SME,8,49,66200,200000,149,1070,1296000,3990000,24.8,Low Risk
CUST101054,Indian Bank,Premium,14,26,41200,300000,341,617,827000,6500000,31.5,Low Risk
CUST101055,IDFC First Bank,SME,10,37,419200,750000,245,901,6846000,15310000,40.2,Low-Medium Risk
